index,text,year
1,"Moved away from traveling using #IndianRailways due poor service.  
@sureshpprabhu
  Sir has got me book my next travel with Indian railways!!",2015
2,"Common people are the most important target group for Indian Railways and their expectations will be met. says Rly Minister.
@sureshpprabhu",2015
3,Good to see railway started getting filled feedback form from passengers. #IndianRailways,2015
4,"There are so many cockroaches in AC 2 tier 14662. Please help. We are traveling with kids.. 
@sureshpprabhu
 @IndianRailMedia
 #IndianRailways",2015
5,"#RailLooteriBJP
17th November'15 Indian Railways hiked minimum train fare from Rs 5 to Rs 10.",2015
6,रनिंग ट्रेन स्टेटस बता रहा कि ट्रेन 1 घंटा लेट आयेगी और स्टेशन मास्टर कह रहा भइया राइट टाइम है बस 10 मिनट में आरी ! #IndianRailways,2015
7,"Watch word for Indian Railways is 'making promises true'and Customer Service with quality is the aim."" says Railway Minister
@sureshpprabhu",2015
8,Excellent service #IndianRailways #augustkranti.,2015
9,We still don't hav a MUG in toilets is a  simple example for Indian Railways suckd for last 50 yrs! #indianrailways,2015
10,Travel in train for Bihar is an adventure itself. #IndianRailways #iwudstay,2015
11,IRCTC not allowing to book TATKAL ticket in Pune Shatabdi until you fill Child berth details. Frustrating..!! #IndianRailways #sureshprabhu,2015
12,"My 78 yr old granny boards a train & I wonder when will IndianRailways become more elderly-handicapped friendly
@sureshpprabhu
 @narendramodi",2015
13,"26 MW Windmill Plant installed at Fatehgarh in Jaisalmer, Rajasthan as a part of green initiative of Indian Railways.
@RailMinIndia",2015
14,Worst Railway System ever #IndianRailways #sureshprabhu,2015
15,i  known by media reports about #indianrailways twitter account thankyou very much for starting this initiative,2015
16,#DidYouKnow: #IndianRailways carry people equal to the population of Australia everyday & more than the population of the world in a year.,2015
17,"If there is one leader who can pull Indian Railways out of the rut, it's 
@sureshpprabhu
 . More power to him.",2015
18,#Indianrailways #Southernrailways #Trivandrumcentral sucks... Seriously pissed off with Station Master' behaviour.,2015
19,Indian Railway system sucks even more after BJP cam in to power #BJP #NarendraModi #IndianRailways #sureshprabhu,2015
20,"#SwachhBharat #IndianRailways Seeing women comb,throw hair on train floor. The rush to toilets @ stations! => Dirty trains, stinky stations.",2015
21,"Do you know that there are more people employed in 
@RailMinIndia
 #IndianRailways than in Indian armed forces 
#respect",2015
22,Is it compulsory to raise the fare every 6 months? #IndianRailways,2015
23,"What we r doing nw is borrowing hefty loans to quickly fix the urban gap by bringing metro, bullet train! #indianrailways",2015
24,"Thnxx 
@sureshpprabhu
 ji fr ur proposal dat #IndianRailways vill launch a new train on our beloved Atalji's birthday.
#HappyBirthdayAtalji",2015
25,#sureshprabhu #IndianRailways sent clean 8642727040 to 58888 at 8:15pm & 7:55am. No one 2 respond yet.,2015
26,People #Snoring n #Farting shamelessly in the train at night. Bloody gas chamber.  #IndianRailways #Garibrath #Pune #Nagpur,2015
27,#IndianRailways a great thanks for their efforts to make it best. Thnx to Suresh pabhu,2015
28,few days back cancellation charges got increased and now tatkal charges #IndianRailways not doing any good for middle class.,2015
29,Only if anything could be done about the people travelling long distance. #IndianRailways,2015
30,Indian Railways carries 2.4 crore people daily. Equal to Australian population. Carries 840 crore people yearly > population of the world.,2015
31,"#IndianRailways महोदय जी,म.प्र. के छिन्दवाडा से नैनपुर के बीच  ब्राडगैज रेल लाईन में स्टेशनों का निर्माण  उचित सर्वे के बिना कराया जा रहा है",2015
32,#IndianRailways  No charging points near seat berths..feels like #stoneage.. #12863 #hwh-ypr,2015
33,#IndianRailways waiting for Konark express from last 2.5 hours at dadar station.originally it was 1.5 hrs late.,2015
34,The phone charging socket nor working. Nobody to attend to. PNR no.4527709240. And we talk of Bullet trains.  #IndianRailways,2015
35,"Chetak express (train # 12982 with pnr - 2540613527).  I have been dealt in a very rude n indecent manner by the TTE now
 #IndianRailways",2015
36,"For the first time, I saw the work/services happening and then hiking fares. This is justification in itself. 
@sureshpprabhu
 #IndianRailways",2015
37,"Ahm rajdhani 12958 coach b4. Boarded at gurgaon, but one door closed due to food delivery. Difficulty in entry. #IndianRailways",2015
38,#IndianRailways Train no.19031 of 27 Dec 15 coach S2 western style toilet seat broken and condition of toilet pathetic. Plz do the needful.,2015
39,"Pune manmad passenger again running late..!! Last time I travelled, it was 3-4 hrs late when destination was only 1 hr away.!#IndianRailways",2015
40,"#SureshPrabhu
#IndianRailways
We are in a reserved coach..having reservation 
Pnr 2541302396
Still not getting the birth..
Please help..",2015
