index,text,year
1,"#IndianRailways, is there any refund or compensation to travelers waiting for their train to arrive#train no 12258",2017
2,"PNR:8553913743,TRAIN:12962 
@PiyushGoyal
 #IndianRailways no dustbins in the washroom & below wash basin. Where will people throw garbage Sir? What about 
@swachhbharat",2017
3,"#IndianRailways   Immediate action needed right now. Train no -12926 train name - paschim express . Coach - s8 Student seats been overtaken by some creepy strangers. 
@PiyushGoyal
  Tc name- pitamber Singh",2017
4,"No paytm app,  no BHIM  IN JAN AHAR  CANTEEN OF INDIAN RAILWAYS NEW DELHI
# DIGITAL INDIA
#IndianRailways #",2017
5,"Plz help bag stolen with all cash mobile and id. Train no 12994 puri gandhi dham exp. Coach s6 was not there,no TTE NO STAFF.PNR 6102343430
#IndianRailways
#railway
@PiyushGoyal
 @PiyushGoyalOffc",2017
6,"#PiyushGoyal  #IndianRailways  #Indore #Pune  Dear Sir, Indore-Pune train connectivity sucks, odd hours, 19Hrs journey, make it useless for working class! please can we have Duronto train. During festivals buses charge 4K + for seats.",2017
7,"To Embrace success, make your daily routine disciplined #MotivationalQuotes #InspirationalQuotes #TuesdayThoughts #TuesdayMotivation #RajiniFansMeet #Sensex #Rajinikanth #anjali #Warner #Australia #solar #cement #constructionequipment #IndianArmy #IndianRailways",2017
8,"I am a passngr travellng in 24370 triveniexprss frm LKO to SKTN with part reservations in SL and AC coach.
Washrooms r flooded, dustbins R full, AC clothngs r nt clean even when provided frsh #IndianRailways  #SwachhBharat 
@RailMinIndia
 @PiyushGoyal
 @Piyusgoyaloffc",2017
9,#IndianRailways . Worst transportation we are dealing with in India. Bloody hell..,2017
10,Pathetic service #Indianrailways #PiyushGoyal .. no cleaning done even once since yesterday we boarded the train 11448 Howrah to Jabalpur ( PNR-6109491734),2017
11,"On this day in 1862, 155 years ago, the East Indian Railway Company opened to the public its line to Mughalsarai and a branch line to Benares.  #nuggetsIRHistory #IndianRailways",2017
12,"Indian railways should add a slogan ""Never in time"" below their logo to create awareness among people.
Jalianwala Bagh express - playing statue in Chandigarh.
Late by hours and hours. 
If it's private people would have sued it for refund.
#IndianRailways #PiyushGoyal",2017
13,Is there any noting to call JEs & SSEs in #IndianRailways  as a Supervisor instead of Junior Engineers and Senior Section Engineers,2017
14,#IndianRailways sucks.NDLS HWH Rajdhani late for nearly 12 hours.3:50 is the rescheduled departure.Still no sign of train.#PiyushGoyal leave,2017
15,"Wtf is this now, Now users are allowed to book upto 12 tickets in a month, if users get themselves verified through their Aadhaar number #IndianRailways",2017
16,"New announcement on railway platforms  - ""मूंगफली खाकर छिलके प्लेटफार्म पर ना फ़ेंकें, पकड़े जाने पर 300/- जुर्माना होगा।"" 
#indianrailway #IndianRailways #SwachhBharat",2017
17,"Is there any way to contact a passenger via the Indian railway station force?My family is not reachable on phone since last night. PNR 2816534068 #IndianRailways #indianrailway 
@sureshpprabhu
 @PiyushGoyal
 @PiyushGoyalOffc
 @Indianrlyinfo
 @irctc",2017
18,"#IndianRailways 
@PiyushGoyalOffc
 fare have increased constantly but y not the quality of food we get in even in Rajdhani trains,non eatable",2017
19,Demonetisation antha fast ga aadhar linking antha perfect ga mana desam lo raillu kuda nadisthe baagundnu!!  #IndianRailways,2017
20,Now I entered The Fast Train From Borivali Which Was Supposed To Leave At 12:22 pm The Train Is Already Here Passengers Are Already Inside The Train But The Train Is Still At The Platform. #TrainDelay #IndianRailways #Dissappointed,2017
21,#IndianRailways thanks for giving the #neverpreferme travelling experience.,2017
22,"An overhead wire snag at Belapur has left trains of Harbour line and Trans Harbour line to be running only till Nerul Station. All trains will be running back & forth to Nerul from Thane and CST until further notice #IndianRailways #MumbaiLocals
@RidlrMUM",2017
23,"14 hours of journey time, train late by 12 hours*. Hope Santa Claus is not using Indian railways. Merry Christmas #Indianrailways",2017
24,#IndianRailways every train in Mangalore trivandrum sector is late.people are stranded and left to struggle..well done #Railways #IRCTC,2017
25,"Expect the expected from #IndianRailways. Delhi-Bhuvaneshwari Rajdhani running late and now electricity gone at dinner time. Has been 10 mins in the dark. 
@PiyushGoyal",2017
26,Train window seats to cost more than usual ... Finally some official has found a new way to loot money from people’s pocket.. Hope flight will be cheeper than trains very soon... #IndianRailways,2017
27,"I don't understand that why the Honorable 
@PMOIndia
 forwarded the matter to #Ministry of #IndianRailways 
@PiyushGoyalOffc
 @PiyushGoyal
 when the Girl directly appeal to the Honorable 
@narendramodi
 for her life saviour,
@PMOIndia
 have no right to exist any provision for #women good",2017
28,#IndianRailways #piyushgoyal #BJP( किराया हम रोज बढ़ायेंगे पर ट्रेन को लेट चलाएंगे ) ये बीजेपी का नारा होना चाहिए ।,2017
29,"Train no:12056 PNR:2439002204 the worst jan-shatapdi train. Feeling 
@RailMinIndia
 has looted me. Same old train with all seats in worst condition. Take action. 
@RailMinIndia
 @sureshpprabhu
 @PiyushGoyal
 @PMOIndia
 sheer abuse of process of rules by #IndianRailways.",2017
30,"Sir can we think about online platform ticket ,waited for half an hour but no staff found there,at last I have to go without ticket  
@PiyushGoyal
 #indianrailways",2017
31,"कासगंज -ब्रैकिंग-वैष्णों देवी जा रही स्पेशल ट्रेन संख्या 00421 की टूटी कपलिंग, दो हिस्सों में  बटी ट्रेन, लखनऊ से फर्रुखाबाद कासगंज बरेली होते हुए  वैष्णों देवी जा रही थी ट्रैन
@indianrailway__
 @PiyushGoyal
 @manojsinhabjp
 
#IndianRailways",2017
32,Why discrimination on Sunday for Harbour line commuters despite paying the highest fares as compared to western and central lines...#PiyushGoyal #IndianRailways. Tolerant new mumbai. Very frustrating.,2017
33,"Useless #SwachhIndia #toilets 
I am travelling in 18104 Jallianwala Exp from Amritsar ..
Not even a single toilet is washed or cleaned..i am not able to even stand there ... I wanna ask 
@PiyushGoyal
 @swachhindia 
@PMOIndia
 where is your swachhta
#IndianRailways",2017
34,"Swamy sharanam, Travelling to trisore from 16345, Fans are not working in S11 seat 49 to 54. #IndianRailways #railways #railminindia",2017
35,#IndianRailways#piyushgoyal sir pahle exp traino ko time pe chalao bad me #bullettrain chalane ki sochna 12591gkp ypr exp is running 6 hr lt,2017
36,"Window seat, lower berth(preferred by pregnant ladies & senior citizens) to cost more & dynamic pricing for general reservation. 
I have to take a personal loan to book train tickets henceforth! And some will call this as a growth! Really?
#IndianRailways #DynamicPricing",2017
37,"Thanks #IndianRailways to make a 20 hours journey to a 35 hours one. It felt great to find #quota system for trains too. Ours gave pass to many trains because we belong to general category. Wow  
@PiyushGoyal
 @RailMinIndia",2017
38,"Poor performance of Indian railway. Train no.22412 naharlagun new Delhi AC Express is 12 hour late from its scheduled time. No idea when it will reach its destination. Travelling from last 41 hour, god knows what will happen.
#IndianRailways 
#PiyushGoyal 
#RailwayMinistry",2017
39,#DidYouKnow #IndianRailways started its first computerized reservation in #NewDelhi in 1986!,2017
40,#IndianRailways People entering Tain without ticket should be banned .They are creating chaos for people's who got their tickets.,2017
41,Feel bad and alarming about the increasing numbers of train accident in the country once again. #IndianRailways,2017
42,#railminister #IndianRailways the live status of trains have become A fiasco. The train that is still at khurda toad says it has left 30 minutes before in its live update..,2017
43,"If your travel time is 8hrs, how can you expect your train to be late by 6hrs.

Sigh ....!!
#IndianRailways you screwed my holiday",2017
44,#IndianRailways now a days trains mostly got late so the Indian railway should inform to the passenger about train shedule,2017
45,"#IndianRailways I am travelling in Lucknow Mail and people without ticket are keep on entering and enjoying the ride without any problems.
Please take some strict actions as this is unbearable.",2017
46,'Inconvenience Caused is Deeply regretted' is the most un-regretful thing ever said. #IndianRailways,2017
47,"#DidYouKnow The total distance covered by 14,500 trains on the #IndianRailways network each day equals three & a half times the distance to Moon.",2017
48,Cabinet approves setting up of first ever National Rail and Transport University in Vadodara to skill human resources and build capability of #IndianRailways .,2017
49,"If a train is delayed , so reserving another train, why am i not allowed to cancel a ticket?
I never availed the service and the delay is not something i should be paying for !! 
@Central_Railway
 
@RailMinIndia
 
#IndianRailways #irctc #refund #trainlate #delays",2017
50,"Pls do something about it. Swacch Bharat Abhiyan isn't working i guess. There is no dustbin, no Water in washroom. Pathetic.
Train number : 12570.. Coach :  G-15
@PiyushGoyal
 @RailMinIndia
 @PMOIndia
 @narendramodi
 #worst #IndianRailways",2017
51,"6 bogies of #ManduadihExpressDerailed Train infinitely delayed. No information to passengers. #StrandedAtNDLS #indianrailways 
@RailMinIndia
 @PiyushGoyal
 @narendramodi",2017
52,"CBI techie nabbed over software that hacks Railways Tatkal ticket system

The CBI has arrested its assistant programmer Ajay Garg and his front, Anil Gupta, for developing and distributing the software to agents.

 #ThursdayThoughts #IndianRailways",2017
53,"Security situation in railways has fallen beyond respite, Railway Police are namesake, never around when needed train 11005 
@RailMinIndia
 #IndianRailways",2017
54,"Bone chillingly cold aboard the Kerala express. On complaining, told that temperatures are pre-set to 23-25 degrees for comfort! Though, nowhere close to it. #Indianrailways",2017
55,#IndianRailways will never ever get a revamp !!!! Trains late by 2 hour and on !!! Time is not money in case of #IndianRailways,2017
56,On #traintravel in India 2/2: And then there are those who crawl below the seats to sleep while traveling with no tickets in #Indianrailways.#aghast #miserable side of India,2017
57,Irctc Indian Railways #sites are down and tomorrow is my train from Ahmedabad 1 pm. How do i get seat number and all details? #IndianRailways #IRCTC,2017
58,Want to take the Baramula to Banihal in Kashmir. My wishlist in my nomadic plans . #IndianRailways #kashmirtourism,2017
59,#IndianRailways have been waiting at Thane station for 01011 that should be here around 1.10. It is 3.00 am. No update or information provided to passengers! #takenforgranted #wasteofourtime,2017
60,"What's wrong with Me and Kids-with-Aunties?
Whenever I travel in #IndianRailways, I'll be surrounded with them in my compartment

#DearGodHelpMe ",2017
61,"Experiencing India with #IndianRailways, enchanting to see infinite diversity of languages, customs & methods to quietly make life work",2017
62,Why is full amount deducted for railway tickets not showing CONFIRMED seat number? My senior citizen parents were shocked to see small refund for the ticket without seat number!! PNR: 4651626054 #PiyushGoyal #IndianRailways,2017
63,"At #kacheguda railway station after a long time ... Looking clean, automated and organised... Good job #IndianRailways",2017
64,"The Panvel outstation platforms are so messed up. No proper indicators or announcements.
Sad to see the aged and people with young babies carrying bags and running over the bridge to get from one platform to another. Chaos!
#IndianRailways",2017
65,#Bihar के लखीसराय में 5-6 बदमाशों ने इंटरसिटी एक्सप्रेस में घुसकर 10 यात्रियों को लूटा #IndianRailways #trainrobbery,2017
66,"#IndianRailways to Install CCTV Cameras in 983 Stations using Nirbhaya Fund. 
@NewIndianXpress",2017
67,"""Mumbai's First AC Local Train to Run From Andheri to Churchgate on December 25 - #IndianRailways #NewIndia",2017
68,#IndianRailways  total average speed up to October 2017 of all goods trains is 23.1 kmph and passenger trains is 44.4 kmph in the country,2017
69,Journey by #IndianRailways gives you so many experiences and shows so many colours of human emotions. Best part - see the beauty of nature through the window sliding past. #India #travel #lovefortravel,2017
