index,text,year
1,"The Wifi installation at NDLS is ready to be launched by 
@RailMinIndia
 @sureshpprabhu
 today. It's all tested. Great work by RailTel.",2014
2,"4 Rail Universities in Kashi? Who will fund these. 
@RailMinIndia
 has no surplus funds. 
@PMOIndia
 @Samajwadi_log",2014
3,"#Hindi entertainment in trains traveling within Karnataka is another ugly face of #HindiImposition by 
@RailMinIndia",2014
4,"Congratulations to CA 
@sureshpprabhu
 for the Getting Railway 
@RailMinIndia
, Today entire CA Fraternity feel Proud on you.",2014
5,The regular run of the Indore-Jammutavi express is scheduled to start on 5th January 2015.,2014
6,"At the 
@RailMinIndia
 IRCTC Executive Lounge at New Delhi Railway Station. Facilities as good as anywhere in the world",2014
7,"Pleased to welcome the verified account of 
@RailMinIndia
 Cabinet Minister 
@sureshpprabhu
 to twitter",2014
8,"""
@RailMinIndia
 PNR 4302526135 Train no 16532 Karwar exp 2nd ac full of bedbugs, rats and as per TT even snakes. Disturbing and horrified",2014
9,"""Why PMO is not replying me?"" ""Why 
@RailMinIndia
 is not replying me??"" and yeah this one too - Why 
@buzzindelhi
 not replying me?? 1/n",2014
10,"More vacancies in Railways as per 
@PMOIndia
 .What about the process to fill the already vacant posts? how new posts possible? 
@RailMinIndia",2014
11,Booking for the regular run of  Indore-Jammutavi express has started today 29th Dec 2014,2014
12,The High Level Committee set up for Improving financial health of Indian Railways headed by Shri DK Mittal ....1/2,2014
13,"....has been submitted to Minister of Railways Shri 
@sureshpprabhu
 today. 2/2",2014
14,"…. from Heads and representatives of important organizations such as RiTES, CONCOR, McKinsey, IRCON, RLDA  2/2",2014
15,"Dear 
@RailMinIndia
 it makes lot of sense to use cloth or jute instead of brown paper to pack bed linens- will help save trees n promote Jute",2014
16,"Nearly 200,000 safety-related jobs, including top Railway Board position, vacant. So much for d passenger safety concerns of 
@RailMinIndia
 .",2014
17,"Breaking: Signal failure at Andheri all up and down trains stopped.
#mumbailocal #Mumbai #westernrailways 
@RailMinIndia",2014
18,The report has been submitted in a record time. It is a valuable & important document which has received inputs .....1/2,2014
19,"In London if train is late by more than 15 mins, passengers get the refund. No q asked! 
@RailMinIndia
 wake up! This is a scam!",2014
20,"Did 
@PMOIndia
 lie in Varanasi about privatisation of 
@RailMinIndia
 ? What is PPP and FDI model in Railways then?",2014
21,"When 100% FDI in Railway infrastructure is mentioned, then saying no privatisation looks untrue 
@PMOIndia
 @RailMinIndia",2014
22,"उत्तराखंड संपर्क क्रांति एक्सप्रेस (15035/25035)दिल्ली से काठगोदाम का गाज़ियाबाद में ठहराव होना चाहिए! 
@sureshpprabhu
 @RailMinIndia",2014
23,"IRCTC very slow today all of sudden. What happened 
@RailMinIndia
 @CSTM_railinfo",2014
24,"#sureshprabhu as 
@RailMinIndia
 is visionary!Hope 
@PMOIndia
 takes help on Water and power too from him! Ability and delivery! 
@kalyan97",2014
25,"Hey 
@OfficialComesum
 Why does your Unit at Mumbai Central Station seem frustrated/unhappy? 
@RailMinIndia
 @IRCTC_Ltd",2014
26,"So if you book a train tkt after the chart is prepared, you can't cancel the tkt even if the train is 8 hrs late. Bizarre! 
@RailMinIndia",2014
27,"MT 
@EconomicTimes
: Centre to provide Rs 28,000 crore for new railway lines in the Northeast: PM #NarendraModi. (PTI) 
@RailMinIndia",2014
28,"But didn't Pm advocated fr ths in Campaign? ""
@RailMinIndia
: The Hon'ble PM Shri 
@narendramodi
  said that railways will not get privatised.""",2014
29,"मेलेट्री स्पेशल ट्रेन हर बड़े स्टेशन से जाती है 
लेकिन कभी उसकी हालत देखि है
कभी लाइट गायब
कभी पानी गायब 
सीट के बुरे हाल
@RailMinIndia",2014
30,"Shaadiyo ka Season aiea chal raha hai ki poocho mat ......all trains are JAM PACKED ............
@RailMinIndia",2014
31,"If there is a station in doodhsagar. Y do trains don't stop. If it does tourism will improve 
@RailMinIndia
 @sureshpprabhu",2014
32,"Very much needed . ""
@RailMinIndia
: Plan to set up four separate railway universities says PM 
@narendramodi
""",2014
33,".
@RailMinIndia
 देहरादून दिल्ली के बीच चलने वाले आपकी रेल के डब्बे (ऊना-दिल्ली-दून) वाले हवाघर हैं- शीशे टूटै हुए हैं दरवाज़े बंद नहीं होते",2014
34,"Too many Passenger trains ply 7 to 10 hrs only during day time.Better rake management may provide more services. 
@RailMinIndia
 @ngp_pradeep",2014
35,"Will i get a reply from 
@sureshpprabhu
 @RailMinIndia
  that why train 19270 is running five hours late. Is there anyone to look after.",2014
36,"निवेशकों का कहना है कि लागत को विज्ञापन से निकाल पाना मुश्किल है PPP Model 
@RailMinIndia
 @PMOIndia",2014
37,"392 KM in 6 hours @ Rs. 0.38 /Km ( Rs 145 ) by 
@RailMinIndia
 ... Service to Mankind, must charge premium for high end and support to lower",2014
38,".
@shakkuiyer
 @RailMinIndia
 Housingpolicy fr small traders&Selfemployed cn boost construction demand offer3%subsidy on interest fr affordable",2014
39,"Some Local trains shud be converted into Fast Passengers to cover more distance/frequency. 
@ngp_pradeep
 @RailMinIndia
 @sureshpprabhu",2014
40,"Again  rush hr chaos on Mumbai's lifeline. Thousand of passengers stuck as locals disrupted. Will 
@RailMinIndia
 @DVSBJP pay some attention?",2014
41,"Travelling frequently between Jammu-Delhi now. The cleanliness at railways stations has improved immensely. 
@RailMinIndia
 @sureshpprabhu",2014
42,"We want to set up Railways Universities in all four parts of India - PM Shri 
@narendramodi
 ji 
@RailMinIndia
 #ModiInVaranasi 
@PMOIndia
 √√",2014
