index,text,year
1,"Train no. 15713 ke toilet me cleaning nahi hua hai ghandagi bhada hua hai... D2 
@RailMinIndia
.
@RailwaySeva
.. 
@AshwiniVaishnaw
 @IRCTCofficial
 
#irctc #IndianRailways #railmadad #ashwinivaishnaw",2024
2,"#VandeBharat started following traditional Indian railways culture. Train no. 22478 was 9+ hrs late. Also they started using pantry workers as service staff instead professional staff. 
#IndianRailways",2024
3,"Ac not working properly in double decker train 12583 ( from lucknow to anand vihar terminal)
#IndianRailways 
#railwayministery 
#railmantralay 
#railwayminister
#DRMNorthernrailway",2024
4,"#IndianRailways #HonourableRailwayMinister. 

Benaras Mumbai ltt
Bsbsltt 0105 is running late for more than 14 hours . Do the need full asap !",2024
5,"पश्चिम रेलवे साबरमती और हरिद्वार के बीच चलाएगी समर स्पेशल ट्रेन
#news #NewsUpdates #IndianRailways #railway",2024
6,"Railway suffering from worst phase for it's tickets availability and time management. 
#Indianrailways
@RailMinIndia",2024
7,"The sleeper coach should be replaced by 3AC coach, instead of Vande Bharat Express.

WDYT ?! 
@AshwiniVaishnaw
#IndianRailways #ViksitBharat",2024
8,"Introduction of #BulletTrain & #VandeBharat would be futile if basic infrastructure of all weather #SIGNAL system is not improved upon... We need to learn from previous experiences...
@Central_Railway
 @AshwiniVaishnaw
 
#Servicetweet #IndianRailways #FirstRain #MumbaiRains",2024
9,"First time travelled in a Vande bharat train from Ahmedabad to Surat and I believe that Indian Railways should start more trains like this…Just amazing experience in this ticket price 
#IndianRailways",2024
10,"What if I book a special train in matter of urgency and with PNR of 2114635483 on train 02878 is delayed by around 4:30hrs+ and then I booked my flight by exorbitant high price and #IndianRailways fails to recognise my Refund which I’m missing due to train delay 
@RailMinIndia",2024
11,"Just when I was bragging about Indian Railways' latest services, the train decides to stop in the middle of nowhere for 30-40 minutes. Now we're over an hour late. But hey, who's surprised? One hour late is just ok for Indians, isn't it? 
@RailMinIndia
! #IndianRailways #LateAgain",2024
12,"PNR 2312650730 AC not working. Please attend.
@RailMinIndia
 @WesternRly
 @IRCTCofficial
 @RailwaySeva
 @mygovindia
  
#IndianRailways",2024
13,"Train No.08550 The train has to start in Bangalore by 8:50 a.m. The first reschedule was at 2:00 p.m.; after some time, it was again rescheduled at 6 p.m. Tomorrow we have to cast our vote in our native place, so irresponsible of Indian Railways
#IndianRailways
@AshwiniVaishnaw",2024
14,"Train number -14114 Coach no. B3
The door is not working properly and outside washroom smell is coming inside which is unbearable at this moment. Please help!
#IndianRailways 
@RailMinIndia
 @AshwiniVaishnaw
 #RailMadad",2024
15,"Bharat ki trains ka let hona kb bnd hoga koi bta skta h 2 ghante se station pr hu train ka koi ata pta nhi h ek ghanta let ho chuki or ek ghanta or let ho gyi.... Kehte h bc.. bharat bdl rha h 
@AshwiniVaishnaw
 
@IRCTCofficial
 
#IndianRailways",2024
16,"Indian Railways: Stop the smoke and choo-choose the right track!

Fines & cameras clearly aren't working. Let's ditch the smoke and fumes near toilets! Designated smoking rooms are the solution. #IndianRailways #BreatheEasyTravel #EndSecondhandSmoke 
@IRCTCofficial
 @RailMinIndia",2024
17,"Please galti se v Anand Vihar Patna special train (02352) me ticket naa le.. Lena v pde to sleeper me le kunki AC work nhi krta.Ya fir mat hi le kunki TT v nhi aate.or Haa train 12ghante se v jada late h
@AshwiniVaishnaw
  @PTI_News
 @Ndtv
 @indiatoday
@AHindinews
  #IndianRailways",2024
18,"#IndianRailways sucks and so the authorities & minister handling it. #Railway 
@PMOIndia
 @secrail
 @GMSECR
 Train No 15159 running late by 04 hours 
@AshwiniVaishnaw
 @DarshanaJardosh
 @RailMinIndia",2024
19,"[Train Number:01664] 
""Another day, another delay without rhyme or reason from Sharsha Junction.  Can we please get some transparency and accountability? #TrainDelays #SharshaJunction""
 #IndianRailways #TrainDelay""
@IRCTCofficial
 @RailwaySeva
 @AshwiniVaishnaw
 @RailMinIndia",2024
20,"Disappointed with the lack of basic amenities and severe delay on board 22663 Jodhpur SF Express. No food, no water, and no updates on our location after being 10 hours behind schedule. 
PNR:- 4100536781
@RailMinIndia
 @AshwiniVaishnaw
 #IndianRailways",2024
21,"I'm travelling by train alone. Earlier I used to travel in 3rd AC but now I travel in 2nd AC due to safety issues, now the TT took money and gave one single seat to 3 people who will get down after 3-4 hours. Now, I'm a bit worried if my stuff will be stolen.
#IndianRailways",2024
22,"#IndianRailways 
@AshwiniVaishnaw
 
Sorry state of Indian Railways continues… Train no 09624 late by more than 6 hours. Does anyone care?
@NWRailways",2024
23,"Thanks to India Railways for giving me the luxury experience of waiting for train 01410 for a day and 14 hours! Who needs punctuality when you can have an extended vacation at the station? Pnr 6907805844  
@AshwiniVaishnaw
 @RailMinIndia
 #IndianRailways",2024
24,"Hey 
@IRCTCofficial
 @RailMinIndia
 @AshwiniVaishnaw
  Train no. 04057, Anand Vihar Terminal Special Fare Summer Special, is running late and hasn't begun its journey from Muzzafarpur yet. Any updates on its arrival time at Chhapra? Passengers are eager to know. #IndianRailways",2024
25,"My pnr number is 6435287009  vehicle number is 22388 many general tickets are being booked in the reservation room but now oh no TT verification is coming. some people are very distributing 
#IndianRailways #Railways 
@IndianRailMedia
 @RailMinIndia",2024
26,"Why 
@IRCTCofficial
 is adamant in making all coaches of #Indianrailways general one. Anyone can enter, sit in AC coaches, no TT, no RPF. I booked premium tatkal as i had to travel anyway meanwhile these people just entering like whole train is for them #pathetic 
@AshwiniVaishnaw",2024
27,"Dear Sir 
@AshwiniVaishnaw
 @RailMinIndia
 @ECRlyHJP
 Train No 12204 Departure New Delhi Delayed 9 hour but Departure Chapra Delayed 12 hour, Jo Train Late hoti hai usko late karke passenger ko paresan kiya jata hai #IndianRailways",2024
28,"#Indianrailways is for the masses, who will bear the rude staffs , inside train uncouth passengers, babies, vendors n catering staff won't allow u a minute of peace. In its history of #KonkonRailways 3 hours late is a norm. If Anyone can avoid and can afford then strongly avoid.",2024
